source	type	score	phase	gene_id	gene_version	gene_name	gene_source	gene_biotype	location
ensembl_havana	gene	NA	NA	ENSG00000173673	8	HES3	ensembl_havana	protein_coding	chr1:6244179-6245578:+
ensembl_havana	gene	NA	NA	ENSG00000158292	7	GPR153	ensembl_havana	protein_coding	chr1:6247353-6261098:-
ensembl_havana	gene	NA	NA	ENSG00000097021	19	ACOT7	ensembl_havana	protein_coding	chr1:6264269-6394391:-
havana	gene	NA	NA	ENSG00000271746	1	AL031848.2	havana	lncRNA	chr1:6393555-6394391:+
ensembl_havana	gene	NA	NA	ENSG00000069812	11	HES2	ensembl_havana	protein_coding	chr1:6412418-6424670:-
ensembl_havana	gene	NA	NA	ENSG00000187017	17	ESPN	ensembl_havana	protein_coding	chr1:6424776-6461367:+
mirbase	gene	NA	NA	ENSG00000265392	1	MIR4252	mirbase	miRNA	chr1:6429834-6429896:-
havana	gene	NA	NA	ENSG00000231868	1	AL031848.1	havana	lncRNA	chr1:6443034-6447006:-
ensembl_havana	gene	NA	NA	ENSG00000215788	10	TNFRSF25	ensembl_havana	protein_coding	chr1:6460786-6466195:-
ensembl_havana	gene	NA	NA	ENSG00000171680	22	PLEKHG5	ensembl_havana	protein_coding	chr1:6466092-6520061:-
ensembl_havana	gene	NA	NA	ENSG00000162408	11	NOL9	ensembl_havana	protein_coding	chr1:6521347-6554513:-
ensembl	gene	NA	NA	ENSG00000253022	1	RNU6-731P	ensembl	snRNA	chr1:6540854-6540964:+
havana	gene	NA	NA	ENSG00000229519	2	AL591866.1	havana	processed_pseudogene	chr1:6547905-6548619:+
ensembl_havana	gene	NA	NA	ENSG00000173662	21	TAS1R1	ensembl_havana	protein_coding	chr1:6555307-6579755:+
ensembl_havana	gene	NA	NA	ENSG00000204859	13	ZBTB48	ensembl_havana	protein_coding	chr1:6579994-6589280:+
ensembl_havana	gene	NA	NA	ENSG00000162413	16	KLHL21	ensembl_havana	protein_coding	chr1:6590724-6614607:-
ensembl_havana	gene	NA	NA	ENSG00000116273	6	PHF13	ensembl_havana	protein_coding	chr1:6613731-6624030:+
ensembl_havana	gene	NA	NA	ENSG00000041988	15	THAP3	ensembl_havana	protein_coding	chr1:6624866-6635586:+
ensembl_havana	gene	NA	NA	ENSG00000007923	16	DNAJC11	ensembl_havana	protein_coding	chr1:6634168-6701924:-
havana	gene	NA	NA	ENSG00000228750	7	LINC01672	havana	lncRNA	chr1:6724637-6730012:+
havana	gene	NA	NA	ENSG00000284744	1	AL591163.1	havana	lncRNA	chr1:6767954-6770038:+
havana	gene	NA	NA	ENSG00000237436	1	CAMTA1-DT	havana	lncRNA	chr1:6783892-6784843:-
ensembl_havana	gene	NA	NA	ENSG00000171735	19	CAMTA1	ensembl_havana	protein_coding	chr1:6785454-7769706:+
havana	gene	NA	NA	ENSG00000227950	1	AL590128.1	havana	processed_pseudogene	chr1:6834333-6834618:-
havana	gene	NA	NA	ENSG00000237365	1	AL512330.1	havana	lncRNA	chr1:7008376-7014279:-
ensembl	gene	NA	NA	ENSG00000207056	1	RNU1-8P	ensembl	snRNA	chr1:7219360-7219524:+
havana	gene	NA	NA	ENSG00000237402	1	CAMTA1-IT1	havana	lncRNA	chr1:7368942-7370270:+
havana	gene	NA	NA	ENSG00000237728	2	CAMTA1-AS2	havana	lncRNA	chr1:7382487-7389754:-
havana	gene	NA	NA	ENSG00000225126	1	CAMTA1-AS1	havana	lncRNA	chr1:7441096-7441554:-
havana	gene	NA	NA	ENSG00000270171	1	AL359881.3	havana	lncRNA	chr1:7693124-7694844:-
havana	gene	NA	NA	ENSG00000270035	1	AL359881.2	havana	lncRNA	chr1:7698303-7698872:-
havana	gene	NA	NA	ENSG00000269978	1	AL359881.1	havana	lncRNA	chr1:7700704-7700970:-
ensembl_havana	gene	NA	NA	ENSG00000049245	13	VAMP3	ensembl_havana	protein_coding	chr1:7771296-7781432:+
havana	gene	NA	NA	ENSG00000269925	1	Z98884.2	havana	lncRNA	chr1:7776383-7776775:+
ensembl_havana	gene	NA	NA	ENSG00000049246	14	PER3	ensembl_havana	protein_coding	chr1:7784320-7845177:+
havana	gene	NA	NA	ENSG00000236266	1	Z98884.1	havana	lncRNA	chr1:7810242-7827342:-
ensembl_havana	gene	NA	NA	ENSG00000049247	13	UTS2	ensembl_havana	protein_coding	chr1:7843083-7853512:-
ensembl_havana	gene	NA	NA	ENSG00000049249	9	TNFRSF9	ensembl_havana	protein_coding	chr1:7915871-7943165:-
havana	gene	NA	NA	ENSG00000270330	1	AL009183.1	havana	processed_pseudogene	chr1:7942372-7942726:+
ensembl_havana	gene	NA	NA	ENSG00000116288	13	PARK7	ensembl_havana	protein_coding	chr1:7954291-7985505:+
ensembl	gene	NA	NA	ENSG00000200344	1	AL034417.1	ensembl	misc_RNA	chr1:7982881-7982983:-
havana	gene	NA	NA	ENSG00000284747	1	AL034417.5	havana	lncRNA	chr1:7991134-8005312:+
havana	gene	NA	NA	ENSG00000284716	1	AL034417.4	havana	lncRNA	chr1:7998187-7999934:-
ensembl_havana	gene	NA	NA	ENSG00000116285	13	ERRFI1	ensembl_havana	protein_coding	chr1:8004404-8026309:-
havana	gene	NA	NA	ENSG00000238290	1	AL034417.3	havana	lncRNA	chr1:8026738-8122702:+
havana	gene	NA	NA	ENSG00000232848	1	AL034417.2	havana	processed_pseudogene	chr1:8057245-8058463:-
havana	gene	NA	NA	ENSG00000229305	1	AL358876.1	havana	processed_pseudogene	chr1:8189824-8192770:+
havana	gene	NA	NA	ENSG00000227634	3	LINC01714	havana	lncRNA	chr1:8201518-8215210:+
ensembl	gene	NA	NA	ENSG00000200975	1	RNU1-7P	ensembl	snRNA	chr1:8206434-8206597:-
havana	gene	NA	NA	ENSG00000233645	1	AL358876.2	havana	lncRNA	chr1:8218190-8220529:-
ensembl	gene	NA	NA	ENSG00000251977	1	RNU6-991P	ensembl	snRNA	chr1:8292157-8292263:-
ensembl_havana	gene	NA	NA	ENSG00000162426	14	SLC45A1	ensembl_havana	protein_coding	chr1:8317826-8344167:+
ensembl	gene	NA	NA	ENSG00000252254	1	AL356072.1	ensembl	misc_RNA	chr1:8328067-8328179:+
ensembl_havana	gene	NA	NA	ENSG00000142599	19	RERE	ensembl_havana	protein_coding	chr1:8352397-8848921:-
havana	gene	NA	NA	ENSG00000232912	6	RERE-AS1	havana	lncRNA	chr1:8424645-8435013:+
ensembl	gene	NA	NA	ENSG00000221083	1	AL096855.1	ensembl	snoRNA	chr1:8511795-8511919:-
havana	gene	NA	NA	ENSG00000270282	1	AL096855.2	havana	processed_pseudogene	chr1:8512653-8513021:+
havana	gene	NA	NA	ENSG00000234619	1	RPL7P11	havana	processed_pseudogene	chr1:8750430-8751087:+
havana	gene	NA	NA	ENSG00000224315	2	RPL7P7	havana	processed_pseudogene	chr1:8786211-8786913:-
ensembl	gene	NA	NA	ENSG00000222511	2	AL357552.1	ensembl	misc_RNA	chr1:8796571-8796673:-
havana	gene	NA	NA	ENSG00000226545	1	AL357552.2	havana	unprocessed_pseudogene	chr1:8798475-8799506:+
havana	gene	NA	NA	ENSG00000228423	2	AL357552.3	havana	lncRNA	chr1:8805860-8807051:-
havana	gene	NA	NA	ENSG00000229716	2	RPL23AP19	havana	processed_pseudogene	chr1:8831007-8831375:+
ensembl_havana	gene	NA	NA	ENSG00000074800	16	ENO1	ensembl_havana	protein_coding	chr1:8861000-8879190:-
mirbase	gene	NA	NA	ENSG00000274258	1	MIR6728	mirbase	miRNA	chr1:8866502-8866590:-
havana	gene	NA	NA	ENSG00000230679	1	ENO1-AS1	havana	lncRNA	chr1:8878835-8879894:+
ensembl	gene	NA	NA	ENSG00000201725	1	RNU6-304P	ensembl	snRNA	chr1:8883427-8883533:-
havana	gene	NA	NA	ENSG00000238249	2	HMGN2P17	havana	processed_pseudogene	chr1:8893409-8894151:+
havana	gene	NA	NA	ENSG00000232208	2	AL139415.1	havana	processed_pseudogene	chr1:8907393-8907744:-
havana	gene	NA	NA	ENSG00000232663	2	AL139415.2	havana	processed_pseudogene	chr1:8909742-8909904:+
ensembl_havana	gene	NA	NA	ENSG00000131686	15	CA6	ensembl_havana	protein_coding	chr1:8945867-8975092:+
ensembl	gene	NA	NA	ENSG00000265141	2	RN7SL451P	ensembl	misc_RNA	chr1:8979576-8979874:-
ensembl_havana	gene	NA	NA	ENSG00000197241	3	SLC2A7	ensembl_havana	protein_coding	chr1:9003300-9026345:-
ensembl_havana	gene	NA	NA	ENSG00000142583	18	SLC2A5	ensembl_havana	protein_coding	chr1:9035106-9088478:-
ensembl	gene	NA	NA	ENSG00000252404	1	AL158048.1	ensembl	scaRNA	chr1:9082696-9082879:+
ensembl_havana	gene	NA	NA	ENSG00000180758	12	GPR157	ensembl_havana	protein_coding	chr1:9100305-9129102:-
havana	gene	NA	NA	ENSG00000228526	7	MIR34AHG	havana	lncRNA	chr1:9148011-9198906:-
mirbase	gene	NA	NA	ENSG00000284357	1	MIR34A	mirbase	miRNA	chr1:9151668-9151777:-
havana	gene	NA	NA	ENSG00000234546	4	LNCTAM34A	havana	lncRNA	chr1:9182004-9196284:+
ensembl_havana	gene	NA	NA	ENSG00000049239	13	H6PD	ensembl_havana	protein_coding	chr1:9234774-9271337:+
ensembl_havana	gene	NA	NA	ENSG00000171621	14	SPSB1	ensembl_havana	protein_coding	chr1:9292894-9369532:+
havana	gene	NA	NA	ENSG00000284652	1	BX323043.1	havana	lncRNA	chr1:9421098-9422862:-
havana	gene	NA	NA	ENSG00000284693	1	LINC02606	havana	lncRNA	chr1:9425094-9440564:-
ensembl	gene	NA	NA	ENSG00000252956	1	RNA5SP40	ensembl	rRNA_pseudogene	chr1:9437669-9437778:-
havana	gene	NA	NA	ENSG00000235263	1	AL928921.1	havana	lncRNA	chr1:9501092-9503471:-
ensembl_havana	gene	NA	NA	ENSG00000171612	7	SLC25A33	ensembl_havana	protein_coding	chr1:9539465-9585173:+
havana	gene	NA	NA	ENSG00000231181	1	AL954705.1	havana	processed_pseudogene	chr1:9576427-9576985:+
ensembl_havana	gene	NA	NA	ENSG00000188807	13	TMEM201	ensembl_havana	protein_coding	chr1:9588911-9614877:+
ensembl_havana	gene	NA	NA	ENSG00000171608	16	PIK3CD	ensembl_havana	protein_coding	chr1:9651731-9729114:+
havana	gene	NA	NA	ENSG00000179840	5	PIK3CD-AS1	havana	lncRNA	chr1:9652610-9654586:-
havana	gene	NA	NA	ENSG00000233268	3	AL691449.1	havana	processed_pseudogene	chr1:9660828-9662626:-
havana	gene	NA	NA	ENSG00000231789	2	PIK3CD-AS2	havana	lncRNA	chr1:9672426-9687555:-
ensembl_havana	gene	NA	NA	ENSG00000171603	18	CLSTN1	ensembl_havana	protein_coding	chr1:9728926-9823984:-
havana	gene	NA	NA	ENSG00000271264	1	MZT1P1	havana	processed_pseudogene	chr1:9780822-9781240:+
ensembl_havana	gene	NA	NA	ENSG00000280113	2	AL357140.3	ensembl_havana	TEC	chr1:9826289-9828271:-
ensembl_havana	gene	NA	NA	ENSG00000178585	15	CTNNBIP1	ensembl_havana	protein_coding	chr1:9848276-9910336:-
havana	gene	NA	NA	ENSG00000223989	1	AL357140.1	havana	lncRNA	chr1:9848318-9850154:+
havana	gene	NA	NA	ENSG00000285701	1	AL357140.4	havana	lncRNA	chr1:9900614-9908034:+
ensembl_havana	gene	NA	NA	ENSG00000162441	12	LZIC	ensembl_havana	protein_coding	chr1:9922113-9943407:-
havana	gene	NA	NA	ENSG00000228150	1	AL357140.2	havana	lncRNA	chr1:9942923-9949974:+
ensembl_havana	gene	NA	NA	ENSG00000173614	14	NMNAT1	ensembl_havana	protein_coding	chr1:9943428-9985501:+
ensembl	gene	NA	NA	ENSG00000202415	1	RN7SKP269	ensembl	misc_RNA	chr1:9947318-9947636:+
havana	gene	NA	NA	ENSG00000283611	2	TMEM274P	havana	unitary_pseudogene	chr1:9950572-9960787:-
mirbase	gene	NA	NA	ENSG00000265521	1	MIR5697	mirbase	miRNA	chr1:9967381-9967458:+
havana	gene	NA	NA	ENSG00000241326	1	AL603962.1	havana	lncRNA	chr1:9983141-9984568:+
ensembl_havana	gene	NA	NA	ENSG00000162444	12	RBP7	ensembl_havana	protein_coding	chr1:9997206-10016021:+
ensembl_havana	gene	NA	NA	ENSG00000130939	20	UBE4B	ensembl_havana	protein_coding	chr1:10032832-10181239:+
havana	gene	NA	NA	ENSG00000224340	1	AL590639.1	havana	processed_pseudogene	chr1:10054445-10054781:-
havana	gene	NA	NA	ENSG00000233623	2	PGAM1P11	havana	processed_pseudogene	chr1:10058671-10059648:+
ensembl	gene	NA	NA	ENSG00000201746	1	RNU6-828P	ensembl	snRNA	chr1:10163268-10163374:+
ensembl_havana	gene	NA	NA	ENSG00000054523	17	KIF1B	ensembl_havana	protein_coding	chr1:10210805-10381603:+
mirbase	gene	NA	NA	ENSG00000264881	1	AL358013.1	mirbase	miRNA	chr1:10227718-10227803:+
ensembl	gene	NA	NA	ENSG00000199562	1	RNU6-37P	ensembl	snRNA	chr1:10298966-10299072:+
ensembl	gene	NA	NA	ENSG00000264501	2	RN7SL731P	ensembl	misc_RNA	chr1:10306465-10306757:+
havana	gene	NA	NA	ENSG00000284735	1	AL139424.3	havana	lncRNA	chr1:10381906-10387150:-
havana	gene	NA	NA	ENSG00000284642	1	AL139424.2	havana	lncRNA	chr1:10395416-10397432:+
ensembl_havana	gene	NA	NA	ENSG00000142657	21	PGD	ensembl_havana	protein_coding	chr1:10398592-10420511:+
havana	gene	NA	NA	ENSG00000271989	1	AL139424.1	havana	lncRNA	chr1:10429881-10430677:-
ensembl_havana	gene	NA	NA	ENSG00000251503	8	CENPS-CORT	ensembl_havana	protein_coding	chr1:10430102-10452153:+
havana	gene	NA	NA	ENSG00000175279	22	CENPS	havana	protein_coding	chr1:10430433-10442808:+
ensembl_havana	gene	NA	NA	ENSG00000241563	4	CORT	ensembl_havana	protein_coding	chr1:10450031-10451998:+
ensembl_havana	gene	NA	NA	ENSG00000160049	12	DFFA	ensembl_havana	protein_coding	chr1:10456522-10472529:-
havana	gene	NA	NA	ENSG00000203469	2	AL354956.1	havana	lncRNA	chr1:10458555-10459338:+
ensembl_havana	gene	NA	NA	ENSG00000142655	13	PEX14	ensembl_havana	protein_coding	chr1:10472288-10630758:+
havana_tagene	gene	NA	NA	ENSG00000287727	1	AL139423.2	havana_tagene	lncRNA	chr1:10612222-10616452:-
ensembl	gene	NA	NA	ENSG00000243267	3	RN7SL614P	ensembl	misc_RNA	chr1:10616836-10617115:+
ensembl_havana	gene	NA	NA	ENSG00000130940	15	CASZ1	ensembl_havana	protein_coding	chr1:10636604-10796650:-
havana	gene	NA	NA	ENSG00000272078	1	AL139423.1	havana	lncRNA	chr1:10639241-10654333:+
havana	gene	NA	NA	ENSG00000225158	2	HSPE1P24	havana	processed_pseudogene	chr1:10895761-10895998:+
ensembl_havana	gene	NA	NA	ENSG00000175262	14	C1orf127	ensembl_havana	protein_coding	chr1:10946471-10982037:-
havana	gene	NA	NA	ENSG00000215785	2	CFL1P6	havana	processed_pseudogene	chr1:10990978-10991797:-
ensembl_havana	gene	NA	NA	ENSG00000120948	18	TARDBP	ensembl_havana	protein_coding	chr1:11012344-11025739:+
havana	gene	NA	NA	ENSG00000277726	4	AL109811.3	havana	protein_coding	chr1:11012662-11030528:+
ensembl_havana	gene	NA	NA	ENSG00000009724	17	MASP2	ensembl_havana	protein_coding	chr1:11026523-11047239:-
havana	gene	NA	NA	ENSG00000271895	2	AL109811.2	havana	lncRNA	chr1:11029659-11030528:+
ensembl_havana	gene	NA	NA	ENSG00000116649	10	SRM	ensembl_havana	protein_coding	chr1:11054584-11060020:-
ensembl_havana	gene	NA	NA	ENSG00000171824	14	EXOSC10	ensembl_havana	protein_coding	chr1:11066618-11099869:-
havana	gene	NA	NA	ENSG00000226849	1	AL109811.1	havana	lncRNA	chr1:11068471-11073097:+
havana	gene	NA	NA	ENSG00000230337	1	EXOSC10-AS1	havana	lncRNA	chr1:11099675-11102100:+
ensembl_havana	gene	NA	NA	ENSG00000198793	13	MTOR	ensembl_havana	protein_coding	chr1:11106535-11262551:-
havana	gene	NA	NA	ENSG00000225602	5	MTOR-AS1	havana	lncRNA	chr1:11143898-11149537:+
ensembl	gene	NA	NA	ENSG00000253086	1	RNU6-537P	ensembl	snRNA	chr1:11152350-11152452:+
ensembl_havana	gene	NA	NA	ENSG00000171819	5	ANGPTL7	ensembl_havana	protein_coding	chr1:11189355-11195981:+
ensembl	gene	NA	NA	ENSG00000207451	1	RNU6-291P	ensembl	snRNA	chr1:11226254-11226360:+
havana	gene	NA	NA	ENSG00000238173	1	RPL39P6	havana	processed_pseudogene	chr1:11232963-11233112:+
ensembl_havana	gene	NA	NA	ENSG00000120942	13	UBIAD1	ensembl_havana	protein_coding	chr1:11273206-11296049:+
havana	gene	NA	NA	ENSG00000238199	1	UBE2V2P3	havana	processed_pseudogene	chr1:11278616-11279351:-
havana	gene	NA	NA	ENSG00000284646	1	AL031291.1	havana	lncRNA	chr1:11311734-11319093:-
havana	gene	NA	NA	ENSG00000224338	2	MTCYBP45	havana	processed_pseudogene	chr1:11425257-11425821:-
ensembl_havana	gene	NA	NA	ENSG00000204624	8	DISP3	ensembl_havana	protein_coding	chr1:11479155-11537551:+
havana	gene	NA	NA	ENSG00000285833	1	AL590989.1	havana	lncRNA	chr1:11500803-11502016:-
havana_tagene	gene	NA	NA	ENSG00000235643	2	LINC01647	havana_tagene	lncRNA	chr1:11609468-11613358:+
havana	gene	NA	NA	ENSG00000284708	1	AL031731.1	havana	lncRNA	chr1:11623558-11643416:+
ensembl_havana	gene	NA	NA	ENSG00000116661	11	FBXO2	ensembl_havana	protein_coding	chr1:11637018-11655785:-
ensembl_havana	gene	NA	NA	ENSG00000132879	14	FBXO44	ensembl_havana	protein_coding	chr1:11654375-11663327:+
ensembl_havana	gene	NA	NA	ENSG00000116663	11	FBXO6	ensembl_havana	protein_coding	chr1:11664200-11674354:+
ensembl_havana	gene	NA	NA	ENSG00000116670	15	MAD2L2	ensembl_havana	protein_coding	chr1:11674480-11691650:-
ensembl_havana	gene	NA	NA	ENSG00000162490	7	DRAXIN	ensembl_havana	protein_coding	chr1:11691710-11725857:+
ensembl_havana	gene	NA	NA	ENSG00000177674	16	AGTRAP	ensembl_havana	protein_coding	chr1:11736084-11754802:+
ensembl_havana	gene	NA	NA	ENSG00000215910	7	C1orf167	ensembl_havana	protein_coding	chr1:11761787-11789585:+
havana	gene	NA	NA	ENSG00000177553	6	C1orf167-AS1	havana	lncRNA	chr1:11777077-11779619:-
ensembl_havana	gene	NA	NA	ENSG00000177000	13	MTHFR	ensembl_havana	protein_coding	chr1:11785723-11806455:-
ensembl_havana	gene	NA	NA	ENSG00000011021	23	CLCN6	ensembl_havana	protein_coding	chr1:11806096-11848079:+
ensembl	gene	NA	NA	ENSG00000276470	1	AL021155.2	ensembl	misc_RNA	chr1:11843812-11843984:+
ensembl	gene	NA	NA	ENSG00000278852	1	AL021155.3	ensembl	misc_RNA	chr1:11845549-11845697:+
ensembl_havana	gene	NA	NA	ENSG00000175206	10	NPPA	ensembl_havana	protein_coding	chr1:11845709-11848345:-
ensembl	gene	NA	NA	ENSG00000275915	1	AL021155.1	ensembl	misc_RNA	chr1:11847442-11847549:+
ensembl_havana	gene	NA	NA	ENSG00000120937	9	NPPB	ensembl_havana	protein_coding	chr1:11857464-11858945:-
havana	gene	NA	NA	ENSG00000224904	1	SBF1P2	havana	processed_pseudogene	chr1:11877770-11880406:+
havana	gene	NA	NA	ENSG00000285646	2	AL021155.4	havana	lncRNA	chr1:11907940-11914298:+
ensembl	gene	NA	NA	ENSG00000199347	1	RNU5E-1	ensembl	snRNA	chr1:11908152-11908271:+
ensembl	gene	NA	NA	ENSG00000201801	1	RNU5E-4P	ensembl	snRNA	chr1:11909808-11909927:-
ensembl_havana	gene	NA	NA	ENSG00000116685	16	KIAA2013	ensembl_havana	protein_coding	chr1:11919591-11926428:-
ensembl_havana	gene	NA	NA	ENSG00000083444	17	PLOD1	ensembl_havana	protein_coding	chr1:11934205-11975538:+
havana_tagene	gene	NA	NA	ENSG00000287384	1	AL096840.3	havana_tagene	lncRNA	chr1:11979533-11980127:-
ensembl_havana	gene	NA	NA	ENSG00000116688	17	MFN2	ensembl_havana	protein_coding	chr1:11980181-12013514:+
havana	gene	NA	NA	ENSG00000270914	1	AL096840.2	havana	processed_pseudogene	chr1:12017216-12017308:-
ensembl_havana	gene	NA	NA	ENSG00000116691	11	MIIP	ensembl_havana	protein_coding	chr1:12019466-12032045:+
ensembl	gene	NA	NA	ENSG00000202461	1	AL096840.1	ensembl	misc_RNA	chr1:12024012-12024124:-
mirbase	gene	NA	NA	ENSG00000276869	1	MIR6729	mirbase	miRNA	chr1:12029158-12029222:+
ensembl	gene	NA	NA	ENSG00000243539	3	RN7SL649P	ensembl	misc_RNA	chr1:12036740-12037014:-
ensembl_havana	gene	NA	NA	ENSG00000120949	15	TNFRSF8	ensembl_havana	protein_coding	chr1:12063303-12144207:+
ensembl	gene	NA	NA	ENSG00000201135	1	RNU6-777P	ensembl	snRNA	chr1:12077881-12077984:-
havana	gene	NA	NA	ENSG00000227875	2	RPL23AP89	havana	processed_pseudogene	chr1:12080293-12080547:-
havana	gene	NA	NA	ENSG00000285604	1	AL357835.1	havana	lncRNA	chr1:12088441-12092264:-
mirbase	gene	NA	NA	ENSG00000283789	1	MIR7846	mirbase	miRNA	chr1:12166943-12167038:+
ensembl_havana	gene	NA	NA	ENSG00000028137	19	TNFRSF1B	ensembl_havana	protein_coding	chr1:12166991-12209228:+
mirbase	gene	NA	NA	ENSG00000263676	1	MIR4632	mirbase	miRNA	chr1:12191713-12191773:+
havana	gene	NA	NA	ENSG00000225196	2	RPL10P17	havana	processed_pseudogene	chr1:12220794-12221109:-
ensembl	gene	NA	NA	ENSG00000252969	1	AL031276.1	ensembl	snoRNA	chr1:12221148-12221271:-
ensembl_havana	gene	NA	NA	ENSG00000048707	15	VPS13D	ensembl_havana	protein_coding	chr1:12230030-12512047:+
ensembl	gene	NA	NA	ENSG00000239149	1	SNORA59A	ensembl	snoRNA	chr1:12507246-12507397:+
havana	gene	NA	NA	ENSG00000229484	1	LINC02766	havana	lncRNA	chr1:12527724-12528420:+
ensembl_havana	gene	NA	NA	ENSG00000162496	9	DHRS3	ensembl_havana	protein_coding	chr1:12567910-12618210:-
ensembl	gene	NA	NA	ENSG00000221340	1	RNU6ATAC18P	ensembl	snRNA	chr1:12569972-12570072:-
mirbase	gene	NA	NA	ENSG00000276830	1	MIR6730	mirbase	miRNA	chr1:12578957-12579023:-
havana	gene	NA	NA	ENSG00000272482	1	AC254633.1	havana	lncRNA	chr1:12618900-12619244:-
ensembl_havana	gene	NA	NA	ENSG00000204518	2	AADACL4	ensembl_havana	protein_coding	chr1:12644547-12667086:+
havana	gene	NA	NA	ENSG00000226166	2	AC244670.1	havana	processed_pseudogene	chr1:12692909-12693020:+
ensembl_havana	gene	NA	NA	ENSG00000188984	12	AADACL3	ensembl_havana	protein_coding	chr1:12716110-12728760:+
ensembl_havana	gene	NA	NA	ENSG00000157330	10	C1orf158	ensembl_havana	protein_coding	chr1:12746200-12763699:+
ensembl_havana	gene	NA	NA	ENSG00000116726	4	PRAMEF12	ensembl_havana	protein_coding	chr1:12774841-12777906:+
ensembl_havana	gene	NA	NA	ENSG00000116721	9	PRAMEF1	ensembl_havana	protein_coding	chr1:12791397-12796628:+
havana	gene	NA	NA	ENSG00000228338	1	LINC01784	havana	lncRNA	chr1:12822686-12823159:-
ensembl_havana	gene	NA	NA	ENSG00000239810	3	PRAMEF11	ensembl_havana	protein_coding	chr1:12824605-12831410:-
havana	gene	NA	NA	ENSG00000231103	2	PRAMEF30P	havana	unprocessed_pseudogene	chr1:12838125-12841357:-
ensembl_havana	gene	NA	NA	ENSG00000179172	10	HNRNPCL1	ensembl_havana	protein_coding	chr1:12847377-12848720:-
ensembl_havana	gene	NA	NA	ENSG00000120952	4	PRAMEF2	ensembl_havana	protein_coding	chr1:12857086-12861909:+
ensembl_havana	gene	NA	NA	ENSG00000243073	4	PRAMEF4	ensembl_havana	protein_coding	chr1:12879212-12886201:-
ensembl_havana	gene	NA	NA	ENSG00000187545	5	PRAMEF10	ensembl_havana	protein_coding	chr1:12892896-12898270:-
ensembl_havana	gene	NA	NA	ENSG00000204510	5	PRAMEF7	ensembl_havana	protein_coding	chr1:12916610-12920482:+
ensembl	gene	NA	NA	ENSG00000207434	1	RNU6-1072P	ensembl	snRNA	chr1:12922554-12922660:+
havana	gene	NA	NA	ENSG00000234064	1	PRAMEF29P	havana	unprocessed_pseudogene	chr1:12926162-12928253:+
ensembl_havana	gene	NA	NA	ENSG00000232423	6	PRAMEF6	ensembl_havana	protein_coding	chr1:12938472-12947580:-
havana	gene	NA	NA	ENSG00000274178	2	PRAMEF28P	havana	unprocessed_pseudogene	chr1:13029339-13032130:+
ensembl_havana	gene	NA	NA	ENSG00000274764	5	PRAMEF27	ensembl_havana	protein_coding	chr1:13049476-13056491:-
ensembl_havana	gene	NA	NA	ENSG00000277058	2	HNRNPCL3	ensembl_havana	protein_coding	chr1:13060869-13062229:+
ensembl_havana	gene	NA	NA	ENSG00000229571	7	PRAMEF25	ensembl_havana	protein_coding	chr1:13068677-13077884:+
havana	gene	NA	NA	ENSG00000277862	1	PRAMEF34P	havana	unprocessed_pseudogene	chr1:13095179-13097971:-
havana	gene	NA	NA	ENSG00000236179	1	PRAMEF35P	havana	unprocessed_pseudogene	chr1:13104403-13105689:-
ensembl_havana	gene	NA	NA	ENSG00000275774	3	HNRNPCL2	ensembl_havana	protein_coding	chr1:13115488-13116854:-
havana	gene	NA	NA	ENSG00000229978	1	PRAMEF36P	havana	transcribed_unprocessed_pseudogene	chr1:13128818-13131615:+
havana	gene	NA	NA	ENSG00000233336	1	AC245056.1	havana	lncRNA	chr1:13146981-13147460:-
ensembl_havana	gene	NA	NA	ENSG00000280267	4	PRAMEF26	ensembl_havana	protein_coding	chr1:13148905-13155961:-
ensembl_havana	gene	NA	NA	ENSG00000179412	11	HNRNPCL4	ensembl_havana	protein_coding	chr1:13163914-13165631:-
ensembl_havana	gene	NA	NA	ENSG00000204505	4	PRAMEF9	ensembl_havana	protein_coding	chr1:13172455-13179464:+
ensembl_havana	gene	NA	NA	ENSG00000279169	3	PRAMEF13	ensembl_havana	protein_coding	chr1:13196188-13201409:-
ensembl_havana	gene	NA	NA	ENSG00000279804	2	PRAMEF18	ensembl_havana	protein_coding	chr1:13222705-13226106:-
havana	gene	NA	NA	ENSG00000250894	1	PRAMEF31P	havana	unprocessed_pseudogene	chr1:13245863-13248652:+
ensembl_havana	gene	NA	NA	ENSG00000270601	4	PRAMEF5	ensembl_havana	protein_coding	chr1:13254212-13263314:+
havana	gene	NA	NA	ENSG00000231219	1	PRAMEF32P	havana	unprocessed_pseudogene	chr1:13273539-13275627:-
