PeakID (cmd=annotatePeaks.pl /home/abykov/neuroblastoma/temp_results/BEDs/CLB_SKN_M_chr.bed hg38)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
*-100	chr3	57998248	58175901	+	0	NA	intron (NM_001164319, intron 4 of 44)	AluSc|SINE|Alu	78652	NM_001457	2317		NM_001457	ENSG00000136068	FLNB	ABP-278|ABP-280|AOI|FH1|FLN-B|FLN1L|LRS1|SCT|TABP|TAP	filamin B	protein-coding
*-335	chr6	56638798	56774401	+	0	NA	intron (NM_001144770, intron 3 of 94)	MER1B|DNA|hAT-Charlie	-63710	NM_015548	667		NM_001723	ENSG00000151914	DST	BP240|BPA|BPAG1|CATX-15|CATX15|D6S1101|DMH|DT|EBS3|EBSB2|HSAN6|MACF2	dystonin	protein-coding
*-148	chr8	101125248	101202731	+	0	NA	Intergenic	MLT1H2|LTR|ERVL-MaLR	6250	NR_164368	115830329		NR_164368	ENSG00000261087	ZNNT1	-	ZNF706 neighboring transcript 1	ncRNA
*-425	chr20	47299848	47363101	+	0	NA	intron (NM_001281781, intron 2 of 20)	L2c|LINE|L2	12972	NR_024594	100131496		NR_024594	ENSG00000267882	LOC100131496	-	uncharacterized LOC100131496	ncRNA
*-456	chr18	28027148	28097351	+	0	NA	intron (NM_001792, intron 2 of 15)	intron (NM_001792, intron 2 of 15)	-25608	NM_001308176	1000		NM_001792	ENSG00000170558	CDH2	ACOGS|ADHD8|ARVD14|CD325|CDHN|CDw325|NCAD	cadherin 2	protein-coding
*-454	chr18	8720369	8842951	+	0	NA	intron (NM_015210, intron 5 of 16)	MIRc|SINE|MIR	64279	NM_015210	23255		NM_015210	ENSG00000168502	MTCL1	CCDC165|KIAA0802|SOGA2	microtubule crosslinking factor 1	protein-coding
*-385	chr14	51635548	51730301	+	0	NA	intron (NM_001267046, intron 1 of 13)	MLT1K|LTR|ERVL-MaLR	31014	NM_001267046	122786		NM_152330	ENSG00000139926	FRMD6	C14orf31|EX1|Willin|c14_5320	FERM domain containing 6	protein-coding
*-142	chr8	59043398	59116207	+	0	NA	intron (NM_014729, intron 1 of 8)	MSTA-int|LTR|ERVL-MaLR	39345	NM_014729	9760		NM_014729	ENSG00000198846	TOX	TOX1	thymocyte selection associated high mobility group box	protein-coding
*-253	chr1	33317148	33469629	+	0	NA	promoter-TSS (NM_001385120)	promoter-TSS (NM_001385120)	-603	NM_001385122	1912		NM_004427	ENSG00000134686	PHC2	EDR2|HPH2|PH2	polyhomeotic homolog 2	protein-coding
*-3	chr2	36338248	36573801	+	0	NA	intron (NM_016441, intron 4 of 16)	intron (NM_016441, intron 4 of 16)	100246	NM_016441	51232		NM_016441	ENSG00000150938	CRIM1	CRIM-1|S52	cysteine rich transmembrane BMP regulator 1	protein-coding
*-22	chr2	177215724	177276301	+	0	NA	intron (NM_001313902, intron 1 of 3)	MIRc|SINE|MIR	9998	NR_036075	100422824		NR_036075	ENSG00000265396	MIR3128	mir-3128	microRNA 3128	ncRNA
*-74	chr10	33192198	33328451	+	0	NA	intron (NM_001244973, intron 4 of 16)	intron (NM_001244973, intron 4 of 16)	74343	NM_001244973	8829		NM_003873	ENSG00000099250	NRP1	BDCA4|CD304|NP1|NRP|VEGF165R	neuropilin 1	protein-coding
*-154	chr11	12113574	12239701	+	0	NA	intron (NR_144415, intron 2 of 26)	L1MB3|LINE|L1	12954	NR_106739	102466906		NR_106739	ENSG00000275373	MIR6124	hsa-mir-6124	microRNA 6124	ncRNA
*-156	chr11	14442998	14507351	+	0	NA	intron (NM_001144061, intron 13 of 21)	intron (NM_001144061, intron 13 of 21)	24637	NM_001144061	1315		NM_016451	ENSG00000129083	COPB1	BARMACS|COPB	COPI coat complex subunit beta 1	protein-coding
*-125	chr3	172753683	172817751	+	0	NA	intron (NM_001349096, intron 17 of 25)	intron (NM_001349096, intron 17 of 25)	34715	NM_001349100	1894		NM_018098	ENSG00000114346	ECT2	ARHGEF31	epithelial cell transforming 2	protein-coding
*-390	chr14	64917598	64937951	+	0	NA	intron (NM_001202559, intron 3 of 13)	intron (NM_001202559, intron 3 of 13)	13319	NM_001202558	100529261		NM_001202558	ENSG00000125954	CHURC1-FNTB	FNTB|FTase-beta	CHURC1-FNTB readthrough	protein-coding
*-210	chr12	68613837	68658601	+	0	NA	intron (NM_001251917, intron 1 of 5)	intron (NM_001251917, intron 1 of 5)	-8844	NR_033335	100379132		NR_033335	ENSG00000206650	SNORA70G	U70G	small nucleolar RNA, H/ACA box 70G	snoRNA
*-448	chr22	41828898	41887951	+	0	NA	intron (NR_103834, intron 1 of 21)	Tigger9b|DNA|TcMar-Tigger	-23759	NR_157279	112637020		NR_157279		SREBF2-AS1	821D11.7|RP5	SREBF2 antisense RNA 1	ncRNA
*-400	chr15	40992298	41050501	+	0	NA	intron (NR_104038, intron 25 of 34)	intron (NR_104038, intron 25 of 34)	67928	NM_001142776	79094		NM_024111	ENSG00000128965	CHAC1	-	ChaC glutathione specific gamma-glutamylcyclotransferase 1	protein-coding
*-260	chr1	67673148	67772501	+	0	NA	intron (NM_018841, intron 2 of 3)	intron (NM_018841, intron 2 of 3)	37623	NM_001924	1647		NM_001924	ENSG00000116717	GADD45A	DDIT1|GADD45	growth arrest and DNA damage inducible alpha	protein-coding
*-8	chr2	63844878	63896501	+	0	NA	intron (NM_001377528, intron 4 of 10)	intron (NM_001377528, intron 4 of 10)	28793	NM_006759	7360		NM_006759	ENSG00000169764	UGP2	DEE83|EIEE83|SVUGP2|UDPG|UDPGP|UDPGP2|UGP1|UGPP1|UGPP2|pHC379	UDP-glucose pyrophosphorylase 2	protein-coding
*-303	chr9	16596598	16656101	+	0	NA	intron (NM_001317940, intron 2 of 5)	intron (NM_001317940, intron 2 of 5)	-100465	NR_151723	111216284		NR_151723	ENSG00000234779	BNC2-AS1	-	BNC2 antisense RNA 1	ncRNA
*-122	chr3	171343348	171428051	+	0	NA	intron (NM_001161560, intron 1 of 31)	intron (NM_001161560, intron 1 of 31)	74706	NM_001161560	23043		NM_015028	ENSG00000154310	TNIK	MRT54	TRAF2 and NCK interacting kinase	protein-coding
*-211	chr12	69489748	69581721	+	0	NA	intron (NM_001278355, intron 4 of 9)	L1MEd|LINE|L1	20294	NR_145803	109623461		NR_145803		SNORA113	-	small nucleolar RNA, H/ACA box 113	snoRNA
*-391	chr14	71319398	71740551	+	0	NA	intron (NM_001354289, intron 5 of 23)	intron (NM_001354289, intron 5 of 23)	42113	NR_027046	145474		NR_027046		LOC145474	-	uncharacterized LOC145474	ncRNA
*-276	chr1	164703498	164782451	+	0	NA	intron (NM_001353131, intron 2 of 7)	intron (NM_001353131, intron 2 of 7)	31667	NR_038072	100505795		NR_038072	ENSG00000233693	PBX1-AS1	-	PBX1 antisense RNA 1	ncRNA
*-274	chr1	162956398	162998851	+	0	NA	Intergenic	LTR85c|LTR|Gypsy?	-90982	NM_001102445	5999		NM_005613	ENSG00000117152	RGS4	RGP4|SCZD9	regulator of G protein signaling 4	protein-coding
*-401	chr15	44028098	44164751	+	0	NA	intron (NM_001286491, intron 1 of 14)	AluSz|SINE|Alu	98022	NM_001286490	84978		NM_032892	ENSG00000171877	FRMD5	NEDEMA	FERM domain containing 5	protein-coding
*-261	chr1	76017798	76111251	+	0	NA	Intergenic	Intergenic	-10222	NM_001160011	256435		NM_152996	ENSG00000184005	ST6GALNAC3	PRO7177|SIAT7C|ST6GALNACIII|STY	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	protein-coding
*-145	chr8	88101448	88148651	+	0	NA	intron (NM_005941, intron 4 of 9)	MLT1A|LTR|ERVL-MaLR	202434	NM_005941	4325		NM_005941	ENSG00000156103	MMP16	C8orf57|MMP-X2|MT-MMP2|MT-MMP3|MT3-MMP	matrix metallopeptidase 16	protein-coding
*-72	chr10	28540748	28617401	+	0	NA	intron (NM_100486, intron 3 of 12)	intron (NM_100486, intron 3 of 12)	45956	NM_100486	51322		NM_016628	ENSG00000095787	WAC	BM-016|DESSH|PRO1741|Wwp4	WW domain containing adaptor with coiled-coil	protein-coding
*-24	chr2	188968848	189023601	+	0	NA	TTS (NR_037401)	TTS (NR_037401)	594	NR_037401	100500837		NR_037401	ENSG00000284180	MIR3606	mir-3606	microRNA 3606	ncRNA
*-338	chr6	104995248	105073801	+	0	NA	intron (NM_001004317, intron 3 of 3)	intron (NM_001004317, intron 3 of 3)	77417	NM_001004317	389421		NM_001004317	ENSG00000187772	LIN28B	CSDD2	lin-28 homolog B	protein-coding
*-388	chr14	61552848	61625151	+	0	NA	intron (NR_039985, intron 1 of 2)	A-rich|Low_complexity|Low_complexity	-18346	NR_110416	101927780		NR_110416	ENSG00000250548	LINC01303	-	long intergenic non-protein coding RNA 1303	ncRNA
*-173	chr11	108869498	108930201	+	0	NA	intron (NM_004398, intron 16 of 17)	AluSq|SINE|Alu	234780	NM_004398	1662		NM_004398	ENSG00000178105	DDX10	Dbp4|HRH-J8	DEAD-box helicase 10	protein-coding
*-428	chr20	53734698	53754501	+	0	NA	Intergenic	AluSx3|SINE|Alu	131110	NR_002189	391257		NR_002189		SUMO1P1	PIC1L|UBL2|UBL6	SUMO1 pseudogene 1	pseudo
